subject,filename,attack_type
40890,ffhq-alligned/40890.png,
43355,ffhq-alligned/43355.png,
24859,ffhq-alligned/24859.png,
09398,ffhq-alligned/09398.png,
38835,ffhq-alligned/38835.png,
38636,ffhq-alligned/38636.png,
07170,ffhq-alligned/07170.png,
19115,ffhq-alligned/19115.png,
00683,ffhq-alligned/00683.png,
31828,ffhq-alligned/31828.png,
07816,ffhq-alligned/07816.png,
14860,ffhq-alligned/14860.png,
29896,ffhq-alligned/29896.png,
49819,ffhq-alligned/49819.png,
28908,ffhq-alligned/28908.png,
07428,ffhq-alligned/07428.png,
34166,ffhq-alligned/34166.png,
44773,ffhq-alligned/44773.png,
44394,ffhq-alligned/44394.png,
24593,ffhq-alligned/24593.png,
36374,ffhq-alligned/36374.png,
48791,ffhq-alligned/48791.png,
25751,ffhq-alligned/25751.png,
29115,ffhq-alligned/29115.png,
31013,ffhq-alligned/31013.png,
33365,ffhq-alligned/33365.png,
14572,ffhq-alligned/14572.png,
41090,ffhq-alligned/41090.png,
42405,ffhq-alligned/42405.png,
04068,ffhq-alligned/04068.png,
03709,ffhq-alligned/03709.png,
01170,ffhq-alligned/01170.png,
22895,ffhq-alligned/22895.png,
45828,ffhq-alligned/45828.png,
35572,ffhq-alligned/35572.png,
04501,ffhq-alligned/04501.png,
42172,ffhq-alligned/42172.png,
25876,ffhq-alligned/25876.png,
20161,ffhq-alligned/20161.png,
38441,ffhq-alligned/38441.png,
21624,ffhq-alligned/21624.png,
42123,ffhq-alligned/42123.png,
31532,ffhq-alligned/31532.png,
01958,ffhq-alligned/01958.png,
02551,ffhq-alligned/02551.png,
07660,ffhq-alligned/07660.png,
16859,ffhq-alligned/16859.png,
32935,ffhq-alligned/32935.png,
12803,ffhq-alligned/12803.png,
10222,ffhq-alligned/10222.png,
46510,ffhq-alligned/46510.png,
18897,ffhq-alligned/18897.png,
33329,ffhq-alligned/33329.png,
25539,ffhq-alligned/25539.png,
09064,ffhq-alligned/09064.png,
07587,ffhq-alligned/07587.png,
05578,ffhq-alligned/05578.png,
26758,ffhq-alligned/26758.png,
19065,ffhq-alligned/19065.png,
39804,ffhq-alligned/39804.png,
45395,ffhq-alligned/45395.png,
14754,ffhq-alligned/14754.png,
25559,ffhq-alligned/25559.png,
13272,ffhq-alligned/13272.png,
03389,ffhq-alligned/03389.png,
36042,ffhq-alligned/36042.png,
47209,ffhq-alligned/47209.png,
49011,ffhq-alligned/49011.png,
41600,ffhq-alligned/41600.png,
47169,ffhq-alligned/47169.png,
47148,ffhq-alligned/47148.png,
09425,ffhq-alligned/09425.png,
11060,ffhq-alligned/11060.png,
39359,ffhq-alligned/39359.png,
13202,ffhq-alligned/13202.png,
27624,ffhq-alligned/27624.png,
20789,ffhq-alligned/20789.png,
16536,ffhq-alligned/16536.png,
40722,ffhq-alligned/40722.png,
07630,ffhq-alligned/07630.png,
23719,ffhq-alligned/23719.png,
02018,ffhq-alligned/02018.png,
45314,ffhq-alligned/45314.png,
